paper_id,organism,year,journal,query_source,explicit_reason_found,hallucination_free,null_reason,claim,category,subcategory,supporting_quote,quote_match_score,hallucination_risk
40138712,E. coli,2025,ACS Synth Biol,ecoli_model_organism,True,True,,E. coli is a widely studied model organism,historical,model_organism_status,Escherichia coli is a widely studied model organism,1.0,False
40138712,E. coli,2025,ACS Synth Biol,ecoli_model_organism,True,True,,E. coli is part of the human gut microbiome and has therapeutic potential,biological,native_gut_resident,"an integral component of the human gut microbiome, offering significant potential for bacteria-based therapeutic applications",1.0,False
40137018,E. coli,2025,Membranes (Basel),ecoli_model_organism,False,True,explanation,,,,,,
40074634,E. coli,2025,Trends Biotechnol,ecoli_model_organism,True,True,,use of a no-leakage genetic device to control expression of toxic products during assembly in E. coli,technical,expression_control,a no-leakage genetic device to control the expression of toxic products during Escherichia coli assembly,1.0,False
40011700,E. coli,2025,Sci Rep,ecoli_model_organism,False,True,explanation,,,,,,
39990768,E. coli,2025,Eng Life Sci,ecoli_model_organism,True,True,,chosen because it is industrially relevant,economic,industrial_relevance,"The industrially relevant organism Escherichia coli, chosen as a model organism",1.0,False
39905604,E. coli,2024,J Contemp Dent Pract,ecoli_model_organism,False,True,explanation,,,,,,
39858819,E. coli,2024,Microorganisms,ecoli_model_organism,True,True,,E. coli is a critical health threat due to antimicrobial resistance,biological,pathogenicity,"Antimicrobial resistance (AMR) represents a critical global health threat, and a thorough understanding of resistance mechanisms in Escherichia coli is needed to guide effective treatment interventions",1.0,False
39817767,E. coli,2025,J Bacteriol,ecoli_model_organism,True,True,,E. coli is a well-studied model organism for the Sec pathway,historical,model_organism_usage,The Sec pathway has been extensively studied in the model organism Escherichia coli,1.0,False
39795211,E. coli,2025,Molecules,ecoli_model_organism,True,True,,E. coli is used as a well-established model organism for comparison,historical,model_organism_status,"Apart from the model organism Escherichia coli, ultrastructural imaging data on the murein architecture of Gram-negative bacteria is mostly missing today",1.0,False
39770829,E. coli,2024,Microorganisms,ecoli_model_organism,False,True,explanation,,,,,,
39768235,E. coli,2024,Life (Basel),ecoli_model_organism,True,True,,E. coli is used as a model organism to study microbial responses to environmental stress,biological,stress_response,a model organism for understanding microbial responses to environmental stress,1.0,False
39744513,E. coli,2025,Mol Biol Res Commun,ecoli_model_organism,True,True,,E. coli is commonly used in recombinant protein research,historical,research_convention,"Escherichia coli , a model organism commonly utilized in recombinant protein research",1.0,False
39727393,E. coli,2025,Microbiol Resour Announc,ecoli_model_organism,True,True,,E. coli is a well-studied model organism,historical,model_organism_status,for this model organism,1.0,False
39723826,E. coli,2025,J Agric Food Chem,ecoli_model_organism,True,True,,E. coli is a model organism for biomanufacturing with potential for high-level ectoine production,technical,biomanufacturing_potential,"as a model organism for biomanufacturing, Escherichia coli offers significant advantages to be engineered for potentially high-level ectoine production",1.0,False
39705302,E. coli,2024,PLoS One,ecoli_model_organism,False,True,explanation,,,,,,
39690306,E. coli,2024,Curr Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
39689618,E. coli,2025,Redox Biol,ecoli_model_organism,True,True,,E. coli is used as a model organism,historical,model_organism,the model organism Escherichia coli,1.0,False
39675545,E. coli,2025,Chem Biol Interact,ecoli_model_organism,False,True,explanation,,,,,,
39657354,E. coli,2025,Biochem Biophys Res Commun,ecoli_model_organism,False,True,explanation,,,,,,
39503268,E. coli,2024,J R Soc Interface,ecoli_model_organism,False,True,explanation,,,,,,
39494880,E. coli,2024,Microbiol Spectr,ecoli_model_organism,False,True,explanation,,,,,,
39444519,E. coli,2024,Front Bioeng Biotechnol,ecoli_model_organism,True,True,,E. coli is a model organism suitable for recombinant production of non-proteinogenic amino acids,biological,model_organism,the recombinant production of these npAAs in a model organism like Escherichia coli paves the way for groundbreaking advancements in synthetic biology,1.0,False
39436600,E. coli,2025,Methods Mol Biol,ecoli_model_organism,True,True,,chosen as a model organism for gram-negative bacteria,historical,model_organism,"gram-negative and gram-positive model organism, i.e., Escherichia coli and Bacillus subtilis, respectively",1.0,False
39421968,E. coli,2024,Biochemistry,ecoli_model_organism,False,True,explanation,,,,,,
39377597,E. coli,2024,Microbiol Spectr,ecoli_model_organism,True,True,,E. coli was chosen as a representative Gram-negative model organism for comparison with the Gram-positive model B. subtilis,biological,model_organism_representation,the Gram-negative model organism Escherichia coli to auranofin when compared to the Gram-positive model organism Bacillus subtilis,1.0,False
39373482,E. coli,2024,Nucleic Acids Res,ecoli_model_organism,False,True,explanation,,,,,,
39207104,E. coli,2024,mBio,ecoli_model_organism,True,True,,E. coli is a well-established model organism within the Enterobacteriaceae,historical,model_organism_status,containing the model organism Escherichia coli,1.0,False
39166875,E. coli,2024,mSystems,ecoli_model_organism,False,True,explanation,,,,,,
39141351,E. coli,2024,Proc Natl Acad Sci U S A,ecoli_model_organism,False,True,explanation,,,,,,
39068340,E. coli,2024,Methods Mol Biol,ecoli_model_organism,True,True,,E. coli is used as a model organism for gram-negative bacteria,historical,model_organism_status,The majority of the studies on gram-negative bacteria are conducted using the expression system of the model organism Escherichia coli,1.0,False
39061329,E. coli,2024,Antibiotics (Basel),ecoli_model_organism,False,True,explanation,,,,,,
39051562,E. coli,2024,Nucleic Acids Res,ecoli_model_organism,True,True,,E. coli has been widely used as a model for studying bacterial translesion synthesis mechanisms,historical,model_organism_precedent,The gram-negative bacterium Escherichia coli has served as the model organism for studies of the molecular mechanisms of bacterial TLS,1.0,False
39036956,E. coli,2024,Nucleic Acids Res,ecoli_model_organism,False,True,explanation,,,,,,
38982189,E. coli,2024,FEMS Microbiol Rev,ecoli_model_organism,True,True,,E. coli is a well-established model organism with historically significant contributions to molecular biology,historical,model_organism_status,"Research on Escherichia coli DNA replication paved the groundwork for many breakthrough discoveries with important implications for our understanding of human molecular biology, due to the high level of conservation of key molecular processes involved",1.0,False
38982189,E. coli,2024,FEMS Microbiol Rev,ecoli_model_organism,True,True,,E. coli is relevant for studying antibiotic resistance through replication fidelity,biological,antibiotic_resistance,the understanding of factors influencing replication fidelity might be important for studies on the emergence of antibiotic resistance,1.0,False
38982189,E. coli,2024,FEMS Microbiol Rev,ecoli_model_organism,True,True,,Advanced techniques are widely accessible for E. coli studies,technical,technique_availability,"the wide access to high-resolution single-molecule and live-cell imaging, whole genome sequencing, and cryo-electron microscopy techniques... allows us to revisit certain assumptions about the replisomes",0.744,False
38975892,E. coli,2024,Brief Bioinform,ecoli_model_organism,False,True,explanation,,,,,,
38975718,E. coli,2024,ACS Synth Biol,ecoli_model_organism,False,True,explanation,,,,,,
38969063,E. coli,2024,J Biol Chem,ecoli_model_organism,False,True,explanation,,,,,,
38963481,E. coli,2024,Subcell Biochem,ecoli_model_organism,True,True,,E. coli is used as a model organism for studying CueR,historical,model_organism,we review the regulatory roles of CueR in the model organism Escherichia coli,1.0,False
38899886,E. coli,2024,Appl Environ Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
38864557,E. coli,2024,EcoSal Plus,ecoli_model_organism,True,True,,E. coli has a small and circular genome,biological,genome_size,its small and circular genome (4.6 million base pairs),1.0,False
38864557,E. coli,2024,EcoSal Plus,ecoli_model_organism,True,True,,E. coli has well-characterized biochemical pathways,technical,pathway_characterization,well-characterized biochemical pathways,1.0,False
38793759,E. coli,2024,Vaccines (Basel),ecoli_model_organism,False,True,explanation,,,,,,
38763301,E. coli,2024,Biochim Biophys Acta Mol Cell Res,ecoli_model_organism,False,True,explanation,,,,,,
38757952,E. coli,2024,mBio,ecoli_model_organism,True,True,,E. coli is used as a model organism for studying signal transduction,historical,model_organism_status,"One gut inhabitant, Escherichia coli, is a model organism for studying signal transduction.",1.0,False
38698198,E. coli,2024,Commun Biol,ecoli_model_organism,False,True,explanation,,,,,,
38671939,E. coli,2024,Antioxidants (Basel),ecoli_model_organism,False,True,explanation,,,,,,
38557196,E. coli,2024,Infect Immun,ecoli_model_organism,False,True,explanation,,,,,,
38550232,E. coli,2024,Data Brief,ecoli_model_organism,False,True,explanation,,,,,,
38547612,E. coli,2024,Mar Pollut Bull,ecoli_model_organism,False,True,explanation,,,,,,
38542058,E. coli,2024,Int J Mol Sci,ecoli_model_organism,False,True,explanation,,,,,,
38526080,E. coli,2024,Antimicrob Agents Chemother,ecoli_model_organism,False,True,explanation,,,,,,
38479173,E. coli,2024,Water Res,ecoli_model_organism,False,True,explanation,,,,,,
38478277,E. coli,2024,Methods Mol Biol,ecoli_model_organism,False,True,explanation,,,,,,
38345152,E. coli,2024,J Biomed Mater Res B Appl Biomater,ecoli_model_organism,True,True,,used as a representative model organism for testing HHP decontamination,biological,model_organism_use,"Using Escherichia coli (E. coli) as a model organism, HHP treatment parameters like temperature and duration, pressurization medium, and the number of treatment cycles were systematically adjusted to maximize the efficiency of inactivating logarithmic and stationary phase bacteria.",1.0,False
38315013,E. coli,2024,J Bacteriol,ecoli_model_organism,False,True,explanation,,,,,,
38305166,E. coli,2024,mSphere,ecoli_model_organism,False,True,explanation,,,,,,
38232128,E. coli,2024,PLoS Pathog,ecoli_model_organism,False,True,explanation,,,,,,
38187591,E. coli,2023,bioRxiv,ecoli_model_organism,True,True,,E. coli is a model organism,historical,model_organism,the model organism Escherichia coli,1.0,False
38158143,E. coli,2024,Microb Pathog,ecoli_model_organism,False,True,explanation,,,,,,
38078717,E. coli,2024,Microbiol Spectr,ecoli_model_organism,True,True,,E. coli has traditionally been used to study fluoroquinolone antibiotic tolerance,historical,research_precedent,which has traditionally been used to study fluoroquinolone antibiotic tolerance,1.0,False
38054714,E. coli,2024,Microbiol Spectr,ecoli_model_organism,True,True,,E. coli was chosen as a representative gram-negative model organism,biological,gram_negative_representation,in the gram-negative model organism Escherichia coli,1.0,False
38020788,E. coli,2023,Ind Eng Chem Res,ecoli_model_organism,False,True,explanation,,,,,,
37961690,E. coli,2023,bioRxiv,ecoli_model_organism,False,True,explanation,,,,,,
37897355,E. coli,2024,Nucleic Acids Res,ecoli_model_organism,False,True,explanation,,,,,,
37892557,E. coli,2023,Nutrients,ecoli_model_organism,False,True,explanation,,,,,,
37880921,E. coli,2023,Mol Oral Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
37823039,E. coli,2023,Synth Syst Biotechnol,ecoli_model_organism,True,True,,E. coli is used as a model organism,historical,model_organism,in the model organism Escherichia coli,1.0,False
37792901,E. coli,2023,PLoS Genet,ecoli_model_organism,True,True,,E. coli K-12 is a well-established model organism in bacteriology,historical,model_organism_status,Escherichia coli K-12 is a model organism for bacteriology and has served as a workhorse for molecular biology and biochemistry for over a century since its first isolation in 1922,1.0,False
37780019,E. coli,2023,ACS Omega,ecoli_model_organism,True,True,,E. coli was chosen as a representative Gram-negative bacterium,biological,model_organism_selection,as a Gram-negative model organism,1.0,False
37764209,E. coli,2023,Microorganisms,ecoli_model_organism,False,True,explanation,,,,,,
37759570,E. coli,2023,Biology (Basel),ecoli_model_organism,True,True,,E. coli was chosen because it grows quickly and is easy to manipulate genetically,technical,growth_kinetics,its fast growth and easy manipulation,1.0,False
37758144,E. coli,2023,Sci Total Environ,ecoli_model_organism,False,True,explanation,,,,,,
37651627,E. coli,2024,Brief Funct Genomics,ecoli_model_organism,False,True,explanation,,,,,,
37586589,E. coli,2023,J Biol Chem,ecoli_model_organism,True,True,,focus on E. coli is due to the availability of studies using it as a model,historical,availability_of_research,"In the current review, which is mainly focused on studies using Escherichia coli as a model organism",1.0,False
37550824,E. coli,2023,ACS Appl Mater Interfaces,ecoli_model_organism,True,True,,E. coli was used as a model organism to study the antibacterial mechanism,biological,model_organism,"The specific antibacterial mechanism against E. coli used as a model organism is unveiled using several cell envelope structural and functional analyses combined with proteomics, peptidoglycomics, and fluorescence probe techniques.",1.0,False
37432124,E. coli,2023,Microbiol Spectr,ecoli_model_organism,True,True,,E. coli was used to demonstrate TelE toxicity,technical,toxicity_assay,One of the six effectors named TelE displayed a strong toxicity when overexpressed in Escherichia coli,1.0,False
37428035,E. coli,2023,Appl Environ Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
37362207,E. coli,2023,Front Bioeng Biotechnol,ecoli_model_organism,False,True,explanation,,,,,,
37305309,E. coli,2023,ACS Omega,ecoli_model_organism,False,True,explanation,,,,,,
37289241,E. coli,2023,Appl Microbiol Biotechnol,ecoli_model_organism,True,True,,E. coli is widely used for recombinant protein expression and production of valuable products like molecular hydrogen,technical,expression_platform,"E. coli has found widespread use as an expression platform for producing recombinant proteins, molecular hydrogen (H(2)), and other valuable products",1.0,False
37271787,E. coli,2023,Environ Sci Pollut Res Int,ecoli_model_organism,True,True,,used as a model organism for toxicity testing,biological,toxicity_assay,employing Escherichia coli as a model organism,1.0,False
37080413,E. coli,2023,Phytochemistry,ecoli_model_organism,True,True,,E. coli was used to produce diverse polyprenyl diphosphate precursors for characterizing the enzyme,technical,metabolic_engineering,through an engineered Escherichia coli producing diverse polyprenyl diphosphate precursors,1.0,False
37053503,E. coli,2023,Brief Funct Genomics,ecoli_model_organism,False,True,explanation,,,,,,
37040165,E. coli,2023,Microbiology (Reading),ecoli_model_organism,False,True,explanation,,,,,,
36971548,E. coli,2023,J Bacteriol,ecoli_model_organism,True,True,,E. coli has been extensively used to characterize the Lol system,historical,prior_characterization,Lol proteins and models of how Lol transfers lipoproteins from the inner to the outer membrane have been extensively characterized in the model organism Escherichia coli,1.0,False
36853057,E. coli,2023,Microbiol Spectr,ecoli_model_organism,True,True,,E. coli is used as a model organism for studying antibiotic responses,biological,model_organism,this model organism,1.0,False
36847213,E. coli,2023,Mol Syst Biol,ecoli_model_organism,False,True,explanation,,,,,,
36837769,E. coli,2023,Metabolites,ecoli_model_organism,True,True,,E. coli is a widely used model organism,historical,model_organism_status,this widely applied model organism,1.0,False
36826281,E. coli,2023,Gels,ecoli_model_organism,True,True,,E. coli was used as a model organism for antibacterial study,biological,model_organism_use,E. coli was used as a model microbial organism for the antibacterial study,1.0,False
36821579,E. coli,2023,PLoS One,ecoli_model_organism,True,True,,E. coli OP50 is the standard bacterial diet for C. elegans,historical,standard_protocol,the standard bacterial diet Escherichia coli OP50,1.0,False
36786055,E. coli,2023,Dis Model Mech,ecoli_model_organism,True,True,,E. coli bacterial ghosts serve as a non-replicating nutrient source to prevent bacterial overgrowth during compound exposure,technical,nutrient_source,"Escherichia coli bacterial ghosts, a non-replicating nutrient source, allow compound exposures over two life cycles, mitigating bacterial overgrowth complications",1.0,False
36771155,E. coli,2023,Molecules,ecoli_model_organism,True,True,,E. coli is a model organism with advanced synthetic biology and metabolic engineering tools available,technical,genetic_tool_availability,"Recent progress in synthetic biology and metabolic engineering tools has enabled microbial systems to be a production system of HMOs. In this regard, the model organism Escherichia coli has emerged as the preferred production platform.",1.0,False
36745549,E. coli,2023,Microb Genom,ecoli_model_organism,True,True,,E. coli K-12 has been a foundational model organism in molecular biology,historical,model_organism_pedigree,since then it has become an invaluable model organism and a cornerstone of molecular biology research,1.0,False
36744921,E. coli,2023,Appl Environ Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
36692091,E. coli,2023,Chem Biodivers,ecoli_model_organism,False,True,explanation,,,,,,
36678041,E. coli,2023,Nanomaterials (Basel),ecoli_model_organism,False,True,explanation,,,,,,
36656064,E. coli,2023,Anal Chem,ecoli_model_organism,True,True,,E. coli is an important prokaryotic model organism,biological,model_organism,"E. coli, an important prokaryotic model organism and a widely used microbial factory",1.0,False
36656064,E. coli,2023,Anal Chem,ecoli_model_organism,True,True,,E. coli is a widely used microbial factory,technical,industrial_application,a widely used microbial factory,1.0,False
36577889,E. coli,2023,Braz J Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
36420820,E. coli,2023,Chemistry,ecoli_model_organism,False,True,explanation,,,,,,
36409154,E. coli,2022,Microbiol Spectr,ecoli_model_organism,True,True,,E. coli is used as a model organism for studying antibiotic uptake in Gram-negative bacteria,biological,model_organism,the Gram-negative model organism Escherichia coli,1.0,False
36317920,E. coli,2022,J Bacteriol,ecoli_model_organism,False,True,The abstract does not explicitly state a reason for choosing E. coli as the model microorganism.,,,,,,
36288792,E. coli,2022,ACS Appl Mater Interfaces,ecoli_model_organism,True,True,,used for technical validation of the chip,technical,device_validation,"Technical validation, performed with the model organism Escherichia coli expressing a fluorescent protein, showed that this low-cost, bioinert, and widely modifiable chip is rapidly colonized by microorganisms.",1.0,False
36281624,E. coli,2022,Aging Cell,ecoli_model_organism,True,True,,use of live OP50 E. coli as food source in nematode experiments,technical,food_source,in experiments using live OP50 Escherichia coli as a food source,1.0,False
36271796,E. coli,2023,Nucleic Acids Res,ecoli_model_organism,True,True,,E. coli was chosen because it is a model organism,biological,model_organism,we adapted and improved our method to investigate T1TAs in the model organism Escherichia coli,1.0,False
36182080,E. coli,2023,Comp Biochem Physiol C Toxicol Pharmacol,ecoli_model_organism,False,True,explanation,,,,,,
35929359,E. coli,2022,J Appl Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
35910622,E. coli,2022,Front Microbiol,ecoli_model_organism,True,True,,use of a simple model organism for examining amino acid fingerprinting,technical,model_organism_simplicity,within our linear discriminant analysis with a simple model organism to examine potential amino acid fingerprinting,1.0,False
35852123,E. coli,2022,J Integr Bioinform,ecoli_model_organism,False,True,explanation,,,,,,
35814682,E. coli,2022,Front Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
35809555,E. coli,2022,Brief Bioinform,ecoli_model_organism,True,True,,E. coli is a classical model organism,historical,model_organism_status,this classical model organism,1.0,False
35796852,E. coli,2022,Biotechnol Lett,ecoli_model_organism,True,True,,E. coli is a well-established cell factory for recombinant protein production,technical,expression_platform,its use as a cell factory is well established and it has become the most popular expression platform particularly for non-glycosylated therapeutic proteins,1.0,False
35796852,E. coli,2022,Biotechnol Lett,ecoli_model_organism,True,True,,E. coli has a long history of use in biopharmaceutical production,historical,historical_use,"Since the manufacture of the first biotech product for a fledgling biopharmaceutical industry in 1982, Escherichia coli, has played an important role in the industrial production of recombinant proteins",1.0,False
35796852,E. coli,2022,Biotechnol Lett,ecoli_model_organism,True,True,,Recent advancements enable E. coli to produce complex proteins,technical,engineered_strains,"new advancements in the E. coli expression system to meet the biotechnology industry requirements, such as novel engineered strains to glycosylate heterologous proteins, add disulphide bonds and express complex proteins",1.0,False
35796852,E. coli,2022,Biotechnol Lett,ecoli_model_organism,True,True,,E. coli is positioned to regain prominence due to emerging protein therapeutics,biological,protein_scaffolds,"with new antibody like scaffolds and mimetics emerging as future proteins of interest, E. coli has again the opportunity to be the selected as the production system of choice",1.0,False
35784616,E. coli,2022,J Microbiol Biol Educ,ecoli_model_organism,True,True,,E. coli has a knockout collection available for genetic studies,technical,genetic_tools,"E. coli has a knockout collection available, and we used a wild-type strain and a DeltamutS strain in the laboratory exercise.",1.0,False
35701417,E. coli,2022,Nat Commun,ecoli_model_organism,True,True,,chosen as a model organism,biological,model_organism,the model organism Escherichia coli,1.0,False
35604119,E. coli,2022,mSystems,ecoli_model_organism,True,True,,E. coli is a well-studied Gram-negative model bacterium for the Psp response,historical,model_organism_precedent,Most knowledge about the Psp response derives from studies in the Gram-negative model bacterium Escherichia coli,1.0,False
35477006,E. coli,2022,Arch Biochem Biophys,ecoli_model_organism,True,True,,E. coli was used due to prior research on Mn-superoxide dismutase induction and regulation,historical,prior_research,The concept was materialized during our studies on the induction and regulation of the Mn-superoxide dismutase in this unicellular organism,1.0,False
35416704,E. coli,2022,Microbiol Spectr,ecoli_model_organism,False,True,explanation,,,,,,
35343773,E. coli,2022,J Bacteriol,ecoli_model_organism,False,True,explanation,,,,,,
35326787,E. coli,2022,Antibiotics (Basel),ecoli_model_organism,True,True,,E. coli has been extensively studied for the SOS response in antibiotic-induced mutagenesis,historical,prior_research,The role of the SOS response in stress- and antibiotic-induced mutagenesis has been characterized in detail in the model organism Escherichia coli,1.0,False
35253795,E. coli,2022,J Vis Exp,ecoli_model_organism,True,True,,used as a common lab strain for demonstration,historical,common_lab_strain,"A commonly used lab strain, Escherichia coli BL21(DE3), was used as a model organism in this study for demonstration purposes.",1.0,False
35235057,E. coli,2022,Planta,ecoli_model_organism,False,True,explanation,,,,,,
35208877,E. coli,2022,Microorganisms,ecoli_model_organism,True,True,,E. coli is used as a well-characterized model for comparison,historical,model_organism_status,"While this complex has been thoroughly characterized in the model organism Escherichia coli, much less is known about its functioning and/or its specific properties in other bacteria.",1.0,False
35205128,E. coli,2022,Biology (Basel),ecoli_model_organism,False,True,explanation,,,,,,
35171008,E. coli,2022,Microbiol Spectr,ecoli_model_organism,False,True,explanation,,,,,,
35123966,E. coli,2022,Environ Res,ecoli_model_organism,False,True,explanation,,,,,,
35087494,E. coli,2021,Front Microbiol,ecoli_model_organism,True,True,,E. coli was chosen because it is a model organism,historical,model_organism,the model organism Escherichia coli (E. coli),1.0,False
35023908,E. coli,2022,Bioinform Biol Insights,ecoli_model_organism,False,True,explanation,,,,,,
34985746,E. coli,2022,Methods Mol Biol,ecoli_model_organism,True,True,,E. coli is a robust model organism,biological,robustness,"even in a robust model organism, such as Escherichia coli",1.0,False
34980417,E. coli,2022,Food Res Int,ecoli_model_organism,False,True,explanation,,,,,,
34978575,E. coli,2022,Mol Biol Evol,ecoli_model_organism,True,True,,used as a model for cellulosic biofilms to study nutrient procurement,technical,model_for_biofilms,"by using various Escherichia coli K-12 strains as a model for cellulosic biofilms, we demonstrate that cellulases facilitate the procurement of nutrients from bacterial biofilms",1.0,False
34906997,E. coli,2022,RNA,ecoli_model_organism,False,True,explanation,,,,,,
34799450,E. coli,2021,Proc Natl Acad Sci U S A,ecoli_model_organism,False,True,explanation,,,,,,
34784345,E. coli,2021,PLoS Biol,ecoli_model_organism,True,True,,E. coli is a well-established model organism for studying phage-host interactions,historical,model_organism_status,fundamental knowledge of the molecular mechanisms underlying phage-host interactions is mostly confined to a few traditional model systems,1.0,False
34669450,E. coli,2022,Appl Environ Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
34613759,E. coli,2021,Appl Environ Microbiol,ecoli_model_organism,True,True,,E. coli is a model organism for studying bacterial life cycle mechanisms,biological,model_organism,Characterization of the mechanisms that control entry into the death phase for the model organism E. coli not only deepens our understanding of the bacterial life cycle,1.0,False
34552219,E. coli,2021,Nat Chem Biol,ecoli_model_organism,True,True,,E. coli is a well-studied model organism in biology,historical,model_organism_status,While E. coli are considered to be a well-studied model organism in biology,1.0,False
34523995,E. coli,2021,Microbiol Spectr,ecoli_model_organism,False,True,explanation,,,,,,
34512611,E. coli,2021,Front Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
34468178,E. coli,2021,Future Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
34443523,E. coli,2021,Molecules,ecoli_model_organism,False,True,explanation,,,,,,
34424610,E. coli,2021,Mol Plant Pathol,ecoli_model_organism,False,True,explanation,,,,,,
34394059,E. coli,2021,Front Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
34335549,E. coli,2021,Front Microbiol,ecoli_model_organism,False,True,explanation,,,,,,
34331557,E. coli,2021,Appl Microbiol Biotechnol,ecoli_model_organism,True,True,,E. coli is a well-known model organism,historical,model_organism_status,the well-known model organism Escherichia coli,1.0,False
34251178,E. coli,2021,Biomacromolecules,ecoli_model_organism,False,True,explanation,,,,,,
34242084,E. coli,2021,EcoSal Plus,ecoli_model_organism,True,True,,E. coli is a well-established model organism for studying cellular behavior,historical,model_organism_status,in order to better understand and predict the behavior of this model organism,1.0,False
34058272,E. coli,2021,Genomics,ecoli_model_organism,False,True,explanation,,,,,,
34028214,E. coli,2021,Adv Biol (Weinh),ecoli_model_organism,True,True,,E. coli is a biotechnologically relevant model organism,technical,model_organism_relevance,the biotechnologically highly relevant model organism Escherichia coli,1.0,False
34026826,E. coli,2021,Front Mol Biosci,ecoli_model_organism,False,True,explanation,,,,,,
33941580,E. coli,2021,Infect Immun,ecoli_model_organism,True,True,,E. coli is a model organism for comparative genomic studies due to many available sequenced genomes,technical,genome_availability,"With many sequenced genomes, it has served as a model organism for comparative genomic studies to understand the link between genetic content and potential for virulence.",1.0,False
33937339,E. coli,2021,Front Mol Biosci,ecoli_model_organism,True,True,,E. coli is used as a model organism for studying SecYEG-mediated protein transport,historical,model_organism_status,primarily in the model organism Escherichia coli,1.0,False
33933468,E. coli,2021,J Mol Biol,ecoli_model_organism,False,True,explanation,,,,,,
33913748,E. coli,2021,Microb Drug Resist,ecoli_model_organism,True,True,,E. coli ST131 is a high-risk multidrug-resistant clone with global distribution and niche adaptability,biological,pathogenicity,Escherichia coli ST131 is one of the high-risk multidrug-resistant clones with a global distribution and the ability to persist and colonize in a variety of niches.,1.0,False
33913748,E. coli,2021,Microb Drug Resist,ecoli_model_organism,True,True,,E. coli ST131 serves as a model to study the emergence of superbugs,technical,model_relevance,E. coli ST131 is a great model organism to investigate the emergence of superbugs.,1.0,False
33913748,E. coli,2021,Microb Drug Resist,ecoli_model_organism,True,True,,E. coli ST131 can cause both intestinal and extraintestinal infections,biological,infection_capability,"This microorganism has the ability to cause intestinal and extraintestinal infections, and its accurate identification as well as its antibiotic resistance patterns are vitally important for a successful treatment strategy.",1.0,False
33882407,E. coli,2021,Aquat Toxicol,ecoli_model_organism,True,True,,E. coli is used because it is a food source for C. elegans that can be chemosensorially recognized,biological,nutritional_value,"as it was upregulated only by E. coli cells, which can be chemosensorially recognized by C. elegans",1.0,False
